"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
0,332,499,937,1055,1223,1961,2112.92450758248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,288,752,863,1811.61971789446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,62,493,1072,1108.37658483756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,229,257,671,1525,1642.09368400002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,939,1216,1465,1698,1818.42835164866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,78,486,1326,1387,1435,1581,1719,1802,2344.41392934082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,290,708,761,1163,1185,1300,1412,1599,2019.28983980562,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,532,665,1364,1688.93427505072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,51,57,530,1153,1241,1549,1812,1926,1994.7665528296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,268,1052,1056,2304,2578.32430015517,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,386,1337,1439,1935,2446,2472.99533532814,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,218,323,684,722,1233,1385.56613162019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,207,303,494,831,1612,2011.18897524872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,230,475,2200.94141019285,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,229,873,1513,1756,1858.19192191117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,159,241,273,763,835,1017,1131,1200,1455,1502,2037.13887918494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,320,412,700,1292.50119147288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,134,203,607,708,1608,2065.98330140623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,569,668,1329,1375,1385,1481.45232957631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,607,920,1197,2005.80339185789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,944,1087,2088,2346.86844914706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,373,527,708,1188.71339022131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,29,667,802,1155,1538,1562,1789,1878.86872993486,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,160,656,939,1360,1917.502795228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,365,531,678,828,875,1278,1501,1576,1667.16457432916,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,16,1315,1591.45482611751,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,315,1075,1709,1946.88345510434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,212,386,603,1405,1672.71633524128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,58,78,90,105,1322.34363588818,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,251,343,1638.73317240444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,308,432,604,750,1561,1878.69836713538,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,144,238,731,817,886,1187.60921455031,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,53,413,763,985,1639,1797,2287,2544,2554.30181850179,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,9,344,842,1039,2142.23025996408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,607,1098,1142,1619.22043896521,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,73,513,934,1193,1406,1581,1621.76688722759,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,62,94,1156,1452,1504,1569,1714,2243.18050501996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,112,304,540,627,752,2292.77233086344,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,760,920,998,1585.84439077148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,45,342,358,935,1494,1606.02825562986,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,296,853,1412.44247901778,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,67,777,1608,2058,2116.8336751598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,29,114,928,1107.1616887721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,42,50,315,981,1463,1723.05422668437,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,955,972,1384.36948726527,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,154,238,1402,1717.8458297182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,148,192,1138.35357545482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,596,1198,1709,2139,2156,2213,2410.31168802639,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,487,1083,1448,2238.89142551316,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,419,1497,1537.55538884137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,532,1101,1504,1540,1597,1599,1627,1898,2166.29496094847,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,778,1230,1265,1845.68458846749,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,834,864,1185,1259,1473,1490,1519,1710,1735,1892.85716131547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,277,1031,1703,1721.6384658137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,113,344,478,538,612,1309,1396,1564,1664,1869.38530368384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,143,205,455,740,912,914,1013,1097.97432634698,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,236,306,344,374,929,934,997,1176,1187,1214,1331,1564,1575,1897,2037,2054.01578881099,-1,-1,-1,-1
0,58,208,260,431,460,560,669,675,1013,1086,1232,1360,1640,1680,1767,1779,1965.18866728478,-1,-1,-1,-1
0,2,319,1237,1711,2103,2378.00944362399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,145,674,1352,1485,1925.9537432508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,275,1409,1806.33427017033,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,279,1251,1268,1327,1528,1913.10420243271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,278,291,995,1268,1413,1541.3916026328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,82,180,398,615,784,1606.09336709024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,97,223,304,1136,1265,1669,1705,1892.59019393375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,93,429,470,722,1179,1755.50199669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,270,295,350,720,758,1480,1598,1787,1819,1819.86522729239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,591,1067,1235,1268,1523,1619,1746,1779,2071.90864647885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,148,285,661,849,1049,1133,1383.82949135522,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,650,1058,1083.81399823871,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,37,277,601,759,866,919,1097,1681,1753.02485506257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,85,563,777,865,1364,1440,1547,1769.39129293475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,276,485,841,2022.94022966891,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,404,758,921,1100,1222,1462.79167441807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,352,712,1088,1785,1871.91417847435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,458,1195,1414.41178298731,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,133,932,978,1596.70442906834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,778,1213,1768.68976274619,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,997,1551,1663,1741,1875,2044,2182,2421.79351444245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,201,221,453,1285,1645,1963,2133,2449,2795.0851487242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,32,127,466,743,883,896,1052,1159,1540,1588.55740221634,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,209,551,675,807,914,923,948,958,1064,1108,2332.3757940131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,887,1018,1146,1333,1846.52157893453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,669,1300,1404,1884,2034.08877309718,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,98,207,249,1379,1497,2122,2152,2371,2399.76663868968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,164,896,979,1183,1575,1766.63050626333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,668,1591.12131634786,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,627,1248,1508.45612676725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,571,959,1090,1378.80230158134,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,164,568,1011,1087,1171,1599,1694.68201538215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,33,153,178,266,388,589,593,1057,1065,1194,1620,1666.50850355271,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,927,1322,1475,1742,1873.18948600288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1235,1598,1602,1627,1912,2060,2103.94597412024,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,18,240,411,690,737,744,798,1128,1185,1571,1882,1957,1983,2213,2287.09752390809,-1,-1,-1,-1,-1,-1
0,235,257,874,1231,1305,1415,1469,1477.01875015829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,518,1145,1201,1487,1574,1668,1696,1796,1810.01620159761,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,31,362,414,841,901,945,1066,1226,1404.01946118542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,249,443,479,517,526,783,792,1142,1269,1475,1596,1601,1644,2166,2175,2182.96363565974,-1,-1,-1,-1,-1
0,703,967,1215,1540.45278018456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,7,136,139,444,1214,1528,1949.21206803647,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,255,299,335,528,674,757,1105,1140,1501,1779,2008,2043.13973368647,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,465,566,615,782,1031,1133.19735764192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,236,1878,1956,2206.57734749851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,205,310,927,974,1026,1235,1308,1542,1591,1796.8382229854,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,461,501,859,988,1255,1261,1325.88782810581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,142,1211,1304,1349,1687,1820,1874,2109.27626827337,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,335,592,1141,1288,1453.86900172892,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,90,379,821,1159.07181905862,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,397,409,988,1537,1910,2362.71241076018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,192,258,592,657,1785,2157,2168.47175581324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,206,487,1020,1076,1958,2110,2141,2309,2323.91562012103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,127,145,1570,1722.86816352717,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,97,540,737,1240,1589,1751,2355.57232261745,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,195,500,1223,1775.52712401548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,191,263,344,615,628,761,784,918,1268,1348,1682.53478705675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,309,694,995,2037.71160211972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,592,1546,1703,1782.03277808406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,202,830,1122,1476.96866975338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,153,1113,2038.98018909507,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,368,622,784,2300.11874686597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,26,806,851,1744.17470376555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,703.549663233724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,681,1061,1087,1370,1974,2072,2156.85609054379,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,59,87,851,862,1621.46644776794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,172,465,658,959,1006,1503,1874.59916492311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,455,959,1410.48440306487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,271,504,1019,1227,1368,1691,1858.35815970311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,260,467,561,813,868,1558,1922,2022,2189.8608590607,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,632,690,758,977,1094.60695045859,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,717,796,866,1130,1231,1905.15525268589,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,515,684,769,888,1097,1333,1436,1647.63130937148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,467,1018,1191,1263,1437,1700,1724,1810,1902.10615877596,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,241,484,489,1017,1287,1307,1438,1566,1882.94242208682,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,231,340,517,700,766,1139,1157,1452,1481,1618,2077.47720976025,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,86,360,451,1453.69409501898,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,288,914,974,1107,1349,1469.83925265754,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,173,291,644,1396.24617699955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,658,1599,1793.70735635526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,247,790,1306,1998.33054988434,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,264,325,692,809,1139,1710.79600096125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,963,1007,1498,1685.05266357442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,122,895,2059,2180.95529401448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,307,685,847,1327,1594,1969,2137.1459646744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,253,682,960,1167,2087,2485.87294526687,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,148,275,382,979,988,1143,1147.17309361469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,40,262,698,712,986,1202.20747873184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,323,446,1428.01223455996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,18,28,32,308,364,586,964,1568,1697,1835,2234,2393.5223337609,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,169,651,941,965,1018,1306,1333,1628,1760,1995,2164,2366.06245976595,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,111,228,233,555,857,1091,1119,1168,1446,1574,1852.99723593122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,25,184,325,370,378,504,1482.38425806293,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,381,1818.99897497979,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,269,333,466,1105,1133,1144,1529.58469748729,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,260,580,976,1526,1873,1977,1987.2804211514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,305,389,603,932,1362,1483,1706,1932,1976.22108905164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13,990,1764.96676963744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1819,2007.62812508028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,312,876,1472,1534.11113878376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,462,576,851,2052.84421054357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,131,329,346,711,750,802,1862.95522468899,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,320,341,576,654,1349,1748,1842,1990,2037.74721870399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,195,234,237,305,306,476,552,585,909,1058,1418,1839,1896,1945,2181,2491.19082949415,-1,-1,-1,-1,-1
0,71,434,538,574,824,1310,1412,1580.57288158306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,792,852,1455,1869,1891.22581513075,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,251,828.430615782855,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,462,533,552,758,789,806,941,1116,1329,1902.62417861923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,451,814,1511.15983788185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,429,459,765,1064,1266,1267,1572,1606,1727.91098553395,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8,344,486,556,677,875,1125,1172,1224,1577,1780,1877,1978.78342119805,-1,-1,-1,-1,-1,-1,-1,-1
0,204,229,873,2391.50942376714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,32,162,456,749,774,822,1181,1260,1349,1354,1999.51346579369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,41,408,433,604,656,850,976,1043,1048,1488.49973715328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,115,249,817,914,1076,1289,1807,1885.52874225385,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,9,311,643,1698,1878,1951.99505599961,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,682,696,1250,1607.69681945249,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,866,1326.11947596073,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1032,1162,1184,1748,1792,1912.77058954188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,207,1294,1311,1364,1623.60611754208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
