"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
0,12.3403511441275,22.0571739131292,29.236896029971,32.5524005774418,80.8708600442944,134.443463423059,136.911464976059,138.092621086107,149.068142551321,177.037620008245,185.037062456577,205.310234504171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,123.444964075321,183.614255418974,208.311198879068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,31.6379162914836,33.7786281935766,161.938454613852,202.846114709411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1.85839276944743,4.44815251532258,14.9208805650827,18.5075348233062,51.4894618027658,52.7723601777789,60.6530357658435,70.2975711298816,75.1351004069865,79.0861038034153,84.5263915557989,105.434305844743,105.83044134561,123.272996994828,127.41545376016,141.080986659066,175.068574967863,176.053378377948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,36.2428811728969,49.5656815568881,67.5092055087464,91.528830825219,119.543104995977,128.628262201609,196.854939483796,201.477674744954,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,52.0661263102447,81.7975310980387,118.683128612291,120.969448043123,126.762418480411,168.30043193368,204.376614752619,204.709236867469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,14.1839272721007,38.6787606687281,84.3091372043554,118.189490409486,176.708164015866,214.086107701746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,193.82177112836,199.740421966617,206.486092251002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,59.0245436883604,64.8565430947893,122.658052185793,131.082812849957,195.664196151163,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,49.1220939354191,50.7286491000971,71.7933811318624,72.4659323126582,80.4697220200111,83.7324552649861,114.053133112704,116.103995558565,135.48466767972,141.329043286239,149.327926198376,151.998993851626,198.982466057384,201.466616927935,201.961534928794,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,37.6510466205631,47.5921863244585,93.4140348715898,103.972396353224,112.645049712836,182.186797286611,184.298391773473,187.348440744408,196.04964603904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,19.867517840573,29.7357803756703,47.0083538658273,56.6324463886686,61.764855174081,64.0475886202658,67.2923299736056,81.4243659560475,95.6596097329361,108.369711536715,115.189140310261,122.39437853253,132.564226838863,143.677323625274,151.536499810688,157.221692487641,157.447936741698,157.939446553854,166.586428001165,179.784168226747,186.379815141683,-1,-1,-1,-1,-1,-1,-1,-1
0,22.942171069116,57.7896048865485,79.4340715592926,210.367919088798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,12.6770601677293,147.509225058325,201.565332155119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,76.1862958436425,121.015939918426,200.647863417164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,51.5021601070006,68.3900485806155,71.8818434236629,83.9232994472017,84.8489321120979,157.00738398061,197.636468029299,198.561411491877,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13.893462006998,47.2619571498559,121.507379267286,209.766043369059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,10.8766084111001,13.1053645205851,28.3001961087808,39.3479961408412,45.4953230892354,67.5210335315234,77.6107316730348,83.1782702729546,104.350464518857,116.915450846718,177.884957992371,177.919306384778,190.151758768235,200.743997908341,210.482480354696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13.028246698223,88.9103699943062,151.625923859008,184.161047751734,202.026287304707,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2.33880637111031,4.5819693175293,13.4000983897257,52.1013875448923,83.6327853413113,189.544380571326,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,21.0410203774771,26.3334256176977,40.577110030505,42.4044991257222,49.6518575845752,50.6424903796165,53.0329269827589,55.8799919852808,59.6312752664393,62.7595279675185,99.7527248926795,101.833020823489,117.927279576738,160.353445568844,166.673909142946,168.742998963899,181.605926003973,209.677462504615,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,90.0557965853909,90.3946704145007,92.4158839548598,92.7542080783372,125.045538288284,138.303446879672,138.94861697519,195.785899711977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,12.2881070326567,33.5560754625102,48.1555041853338,48.5868638522683,60.3479213212218,83.4058636622085,200.62039254972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,29.4598416495439,32.5683100864249,39.6010035953978,40.4789337533474,40.8695466049922,51.7700100646961,57.2426270633307,77.657181113838,88.1889115578144,120.133330808426,122.137153959437,127.071860838275,137.719927397259,140.869050844406,159.915259095855,194.015342336456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,112.710220432592,195.409478714783,213.996617885162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,37.5796546475759,168.40265224816,188.131007258645,191.771285738623,206.206316177847,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,37.6586470739283,196.549364089152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,51.2140542441502,126.113273177214,128.233153139779,132.374893249207,141.248827701742,210.019772013373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,31.4624063227798,45.364990350331,52.9552490619427,92.6432074838423,103.691930286124,144.631244539457,160.809520636956,212.329708303604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,45.452330876498,77.4952218973171,114.860575132865,182.134119759513,200.905727821084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,89.0948660792928,124.94404203522,131.665660526155,145.740566578991,186.981332748174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13.0509488638491,50.0687569866869,74.3016480872243,180.957916416366,190.705793813859,199.42505473248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,6.69357976899278,56.0891896132898,76.4113281345887,173.569756064117,175.142681563571,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,5.08695410859336,7.97407942673372,42.2123570670482,45.5378481455872,103.211336719037,156.922102385617,193.000808096395,205.875055600244,211.226739434088,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,40.7024488330799,75.9032414210664,86.9621368245469,137.210012005497,139.319935316423,185.326231059049,205.412568261485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,55.9115900643603,101.946570736837,114.993097766136,184.977814923718,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,53.9096327413006,59.1641652765357,97.2542585284573,97.5408981373867,144.089307267997,150.321901398522,177.324407254332,184.492970293173,204.504989762188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,34.7469766156435,186.930283836871,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,7.12213776925407,20.4094139107624,31.790062884468,47.618373179695,63.1232299960464,109.514299297208,113.795356791391,135.591032015585,149.454996644037,182.688649262405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,46.9917968450634,65.141975946902,104.95587466966,114.945145844768,126.410884364605,220.817161428894,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13.2682878485948,95.9117812291943,178.77404700094,193.076500812797,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8.5836061606386,36.6127038614989,56.6651777339341,83.5012581520444,154.37915088143,168.061752059385,183.535045957139,203.364515199746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,188.361455437461,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,14.9161870381661,23.3411802004879,24.4775647157611,51.1783902138113,84.2050488375768,92.2064112467666,116.866878485741,136.402072440252,146.385767693872,148.999018884657,151.786732465417,163.855544879819,186.082491531644,187.030861499971,190.244142240735,198.369943317563,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13.9365709655166,64.1178409421862,128.381494710752,193.886787918844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,20.2270137463024,44.2246799480854,47.1436600695721,70.3888032962816,117.944749702437,190.624782062775,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,29.5235408626932,66.1361357304004,118.852943295331,129.711071819931,133.350936076868,208.033211211785,210.636525884037,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,27.4462594843063,100.434476137584,123.531836998755,135.529761514135,143.756114551108,171.832651549953,177.109839870253,198.207041798216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2.58477112280769,96.0679707091149,105.176298468275,186.60898675939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,12.7438310159976,33.777972831603,46.5592538983662,57.145008349096,63.2332117498556,65.5899382872275,87.1250642055581,95.0105671139606,98.3707285584047,114.17813463264,128.537471351684,137.056390821958,154.024316752238,167.412293211288,191.867018269054,197.820910106911,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,29.4815747238841,92.0676934839378,99.9750568108032,178.502250277909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,17.9420555398307,20.7951684986979,69.4606118135033,107.413317444255,112.791209996511,112.909777245109,114.158395230325,116.089009144168,118.708929599258,154.724787915752,169.449688863947,183.305221312438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,65.5797432402304,73.8743472759241,121.191089628383,143.601407757649,194.751074605977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3.21014976670032,6.30670853906694,17.3763498293014,24.134199021557,27.2970569542539,31.7076287672293,47.0283851911452,62.373970355051,70.3718165104083,82.1165505594017,88.4279895810139,101.926541349925,135.101579442835,160.883667061078,166.031055567536,186.373878394678,195.760087973239,202.589279525988,204.325315638012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,191.11314956614,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,10.4955056308782,44.5161523192502,200.706791577435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1.85730969137808,112.57355622685,115.890742107417,188.475554876081,199.40570128668,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,107.199235321967,130.544297636737,203.703591255654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11.3211668183139,13.0064432630959,92.378188743365,183.128955253711,208.855505372889,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0.586584151325899,1.53485166625738,5.04933665086581,32.3738136878633,49.3363719477224,58.1364408313254,69.7129969526262,98.6729347266879,99.5613515684272,102.645345531681,103.522940496102,117.05136089815,117.197199260049,119.386687826883,125.684225497606,126.67160602946,137.696391616056,162.846741131314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11.3633686173688,36.643360996882,170.317135246582,201.9154444039,210.199132924146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,16.4916833154056,31.9472072835171,51.5814394620168,82.3164557866254,116.121883160629,121.517342745547,137.378443485188,156.413242733676,180.455747009113,197.240636149701,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13.5076818524382,33.9035038524249,38.2799732007221,69.6378125426869,75.9363550730996,76.4978899188501,169.310335793365,209.157173454487,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11.9774902520342,54.81141975139,66.029831140053,88.9890102110166,100.337120183072,101.743533567665,119.221529202157,119.538703488334,125.690706641801,143.071304756317,161.772762907381,179.970794414954,182.25707003661,192.438797223948,203.116869049405,208.793011453972,216.846790709859,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,37.8261763747794,78.639116121023,90.1855050074055,91.3510453637641,169.264277052852,193.372583400198,205.154539285536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,33.5291942292018,83.5534686162877,108.313129332362,116.875245984277,173.437639041489,188.797809033571,199.197319464928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,18.6464323399204,43.3630780221554,64.4330748212295,148.077613383191,149.569185620174,170.150647535763,212.574074386343,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3.45856594739029,86.8808654110761,177.115424605788,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,28.7054756329839,39.9297716491575,105.853615022084,137.279889100762,190.155717527473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3.84105307700321,7.22110202894464,9.30637228517175,16.6302556151879,72.952684236766,107.719941414358,108.006035288522,186.267825399003,196.634430482335,206.171044892562,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0.534202041441049,15.4022729070017,17.8682854101029,37.6622540744548,39.9617380801342,69.3449970427794,92.1526667042362,94.4672895320523,114.063577656637,128.668356827019,132.527111430532,156.380969759768,158.531875619869,185.129868196655,186.137336893843,208.508120857565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1.47022084063262,10.9330826989139,15.9623603493501,16.9985779219831,32.4143531679565,102.008110628841,107.533226833134,112.229010729557,148.295249278556,178.702414725839,181.411021639523,202.271394188261,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0.74111467573379,65.9667307127635,113.140343075121,118.091880110887,118.87531397505,125.190469842061,128.331916658486,161.216348234124,214.086143725453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0.755048670661442,32.6859427436652,33.2583731775176,37.7572361671526,41.6832813618629,49.0558546603871,52.2761731806423,84.2088536633886,90.9732024437264,93.2542126589648,136.024872530035,140.514515684527,147.09125198917,157.912226080574,164.253943694708,201.190827694303,201.770005840589,205.36254286363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,43.2932678850578,55.1676310816945,75.7342957436824,102.033837513309,119.669881467811,205.810153246309,206.444422175463,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,16.6052697484197,22.7951897693719,37.9729270029462,54.0663771222617,147.514383249256,179.512532023043,187.055683247423,202.684241667367,211.153152380211,217.64759073348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13.4694818066766,35.2683110127747,60.1507470627753,64.567937993112,65.6024424867797,90.7093513642219,137.656227218052,154.729648569031,170.062636253667,186.697934698321,205.65707287005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1.23212544772273,54.5657109971948,150.351431680998,182.595878833884,199.396116078604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,169.933494381856,202.567116512103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,27.1859631302266,49.8730153408348,61.8434999903432,84.2685823122994,120.658055906134,129.692665280992,149.615541030767,154.965507654531,156.409462438697,190.064339976724,194.491633227312,207.424843526064,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13.9853478773541,30.8274079797428,34.1579654351689,38.7312235495841,39.4101707353042,49.6570093891664,62.7930708046483,65.1895317696221,84.0260888254192,102.706696238143,104.808737107169,114.17042175859,127.154872027657,127.855991783843,142.350662696677,171.561272688095,178.545576943916,200.528284978647,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3.91335919303007,24.7113104053082,53.7374597933148,68.2849332069026,76.2479692635945,91.5163371324156,104.879344842956,125.342810749807,146.952190607194,159.275188204083,166.052444849351,171.569518310822,182.52878653284,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,4.144049774415,40.4387200525815,44.494433634316,61.5336023663064,89.4462683612405,112.87045595041,114.269998751838,135.364179172537,160.657765581167,192.874090197592,205.783220984958,208.336506109482,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,21.1668820607152,59.3383783722025,88.3849074628083,137.978934656477,143.894821901245,215.704602955095,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,171.503909633689,196.718838887494,200.320943053394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,19.7489682744555,33.3460390049539,119.598850386598,131.210640819708,139.850309851046,180.711816630273,191.357215001967,200.791571066255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8.76890065506716,66.9569796414147,101.051027413891,110.712138524794,139.681633390978,156.468850699043,196.163717192804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,16.2936232098686,31.0054377500674,69.8400911113018,90.8267951014981,100.46171571482,128.720807737998,149.225871885499,151.830168104958,189.829996531214,208.85185073043,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,25.6766035335351,67.9087534847497,80.4053876159433,86.7750688962483,107.885240272209,128.901326482026,200.588542542495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,145.172122966888,203.718931124944,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,94.1620678893603,138.84730512157,146.009302652358,154.863331442748,187.090029370556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,14.1167745106793,20.5333934577237,28.2791008531175,104.776050770858,149.679943671421,187.604592079501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,61.8221004467231,66.7203735539466,80.7565630870638,100.535899955999,101.948487615475,117.727408135796,119.509960767661,170.077660054278,174.639913823246,196.854709128151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,12.8325908094324,32.8081564645209,69.6583388295151,76.6032814978349,97.4903679635162,127.792678522598,132.21965241174,136.570626091584,171.709255015356,173.225959586247,175.495134984128,175.683899197179,178.405704566653,194.104880413941,200.061315610331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11.4087543971738,36.8115989836769,39.3857938044827,44.5907080451359,58.3521055294672,60.6407107297129,79.334404967814,99.3377980287424,116.974525172222,119.531889468042,128.274301832956,134.235665081023,161.766940850727,183.861349643287,185.879574813468,187.618875582293,187.912763512174,191.63479128434,202.976957017602,210.154800158649,214.480800099411,-1,-1,-1,-1,-1,-1,-1,-1
0,29.4598609410945,34.8787413489233,65.1194446002559,74.2595401123373,104.265681220046,106.720849545173,137.387100753972,170.43111112828,182.911809982445,190.439826260959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,37.7931358198369,71.4770103503051,78.6235748278353,111.256515480983,112.862878497551,140.967067295246,152.108318629035,156.488994879234,211.046925578216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,19.2267473765879,21.9779791004532,31.1269512983906,33.8672791975101,37.84356294369,43.4501478603973,49.5459788909413,54.2325726563022,61.8836040290267,62.2634471798178,67.9370315303024,73.0505353782585,75.8363931983346,81.528933138194,84.6445130312154,84.8647339668805,86.1937230244114,101.787013067582,106.938217970024,125.611842721873,130.75402237549,134.664187381542,144.187466399901,157.032374465507,157.811854077445,167.78425482243,178.523953068285,187.163605574084,194.966497918475
0,16.9808091065399,18.2656254523549,20.6546149770117,26.5223603437073,49.9653181392626,58.7218291174605,68.1095506408814,89.3446912629678,113.116984178133,116.331766091324,116.382141150779,122.539329240667,188.963269389504,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
