"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
0,11.2832538414337,22.1628460757025,53.5630831947101,58.0627504443301,65.5544903954042,88.3864182305053,170.014178271535,185.25610989168,195.195189427805,203.636855023366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,196.43811206798,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8.8375146780163,16.7070491518825,51.2551394681598,70.543549829737,71.8316787254221,111.296852467407,148.361595731236,167.549254718335,170.397603037866,173.812470493006,179.823762933822,199.207387407378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1.84240552131087,2.72493058815598,6.25431200630102,7.01325870114883,21.1660251664494,42.5680906751449,56.8855858080662,57.3293785842709,61.2574115673653,68.6731945667773,71.3145001126677,83.757418550712,86.1491957476111,86.3012333733071,93.0442889460404,125.771548475775,150.530130533809,166.669054408956,172.376695257079,185.587614579105,189.548888592959,198.874732940016,198.973464574002,202.536241454649,205.261176202937,206.708383565106,-1,-1,-1,-1
0,0.5177983009142,15.222787699835,21.9427999120071,22.9762071865502,24.8746381635669,36.1530349614446,36.1848703004767,38.1906343146563,56.0501457637491,58.4620822433698,80.5108262612304,82.1721173091611,84.3455816679454,95.1787015293069,96.2686421592064,114.339835127003,190.722228754466,193.619525264309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,90.2558093848539,188.618122939149,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,163.207833243307,216.716337810906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,12.3085949849337,12.4384478572756,28.9509256082567,33.1885099123212,74.3109893866755,89.8274295153356,91.3267513579017,165.727459544798,197.695740253397,211.183698239631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,106.482885397076,122.196436199397,206.660378791197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,6.58057587221265,14.2815873480159,34.9389682037493,174.945223926334,179.11705948296,190.001373811392,206.289321799438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3.00581359536369,9.67428001341392,21.8892392395425,34.0891500344385,39.0230402365212,41.6398719480146,42.4348368603621,75.0956179292718,80.7965179623881,81.4109025800446,91.3357390451595,94.5139227376669,97.3080126277521,111.945235233601,115.167758411575,127.972596848741,131.425405789031,131.811087123914,140.112633957903,152.191356076814,168.734550202483,183.633496188868,185.42503147531,-1,-1,-1,-1,-1,-1,-1
0,5.29774017166346,5.91591600328684,24.259701982114,24.4183889226722,40.0641172379901,42.749775359982,43.9039089303625,61.1612153562858,66.7916007057905,85.0534130595181,92.7491396716808,95.3018243814339,117.626830898687,132.77096301153,141.440133748376,161.733977903503,169.691892048747,180.433864899266,181.87688863213,188.864868649148,188.890354745223,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,52.5595338989921,73.0739103782842,98.9964344869268,101.710939934002,129.37075391839,137.994062681298,158.885546665345,198.148434142447,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,9.86481695435941,28.6645768481287,96.8472653492254,122.102064941625,185.017646325027,193.590236517807,195.103197637522,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,48.996301104588,59.5328859494008,64.1126378972955,71.7811797169746,87.6491192702893,89.1526067790333,110.75037136336,118.227468911905,141.048728707684,143.283927436424,157.32966316358,170.302103613101,186.047718258621,207.310275777654,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,4.68836860731244,28.0698855957928,41.7960935822668,57.1844434230012,68.4102107169462,113.900973186014,118.703787060572,137.207659849174,145.249025172763,165.988103302871,180.818262120543,181.85875102116,192.147522501204,201.241191641916,201.887338066031,204.357968212594,205.828243412996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,16.1444552420619,17.4751981199549,17.6568763741122,42.0373532019366,58.7352314465073,68.3534714546379,88.4758643578112,104.112618559217,113.929414230576,114.938342862939,143.916277914667,167.115431251455,171.255694134611,175.683001545891,182.656668075994,198.110542685882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,9.58977819451848,20.4518625139134,21.2869618086951,34.8246450530696,41.8609541652219,46.5718081265182,46.758090533859,70.0946480363884,74.3553543418922,77.9175659829347,80.6091792882947,102.861810344088,112.408763841593,112.546924604901,114.640576243551,133.800909896212,135.98837544501,143.163907154383,147.255095004955,150.024154999546,157.469775407411,173.159693730922,180.387574964641,183.785314120218,190.53830707246,196.493661941826,202.09512158563,205.489691899024,219.064252891023,219.285966709678
0,204.668346849063,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,121.078654281319,186.712066732969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3.45906859263778,15.4655597634138,16.9832311287047,30.9410876861278,55.1470873386539,58.1728144849591,62.8179807609819,72.3882859217399,83.0380021311857,94.8148133132645,102.231831960624,102.275313996023,109.082538942119,120.962064944878,127.927874101576,148.849048220474,181.627822420663,186.25751608993,193.028256129577,193.045770335115,194.017684753156,205.721682726397,-1,-1,-1,-1,-1,-1,-1,-1
0,9.9987283624233,18.0522382157835,18.6327296626734,28.2494234048266,33.1217403464455,39.2705346584756,41.8724295437772,101.405771514436,117.97224883841,120.216533801645,136.920985298449,148.23051036129,160.657941556845,167.211283573258,172.09201640061,176.792426668112,181.488046939489,183.17223210181,198.307846390897,202.976391336204,206.67414507109,207.633590514433,-1,-1,-1,-1,-1,-1,-1,-1
0,91.5116061414492,208.679020399586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0.329271433635568,4.26989598679569,16.8819037329818,35.0178974735943,35.5667593220512,38.9534366245767,41.5457078151067,45.7911457648936,49.7643786417883,55.5415267199841,59.1481434209835,68.3523472609086,71.1791061960248,72.6286442519291,90.4904032431648,91.2996297821508,92.2467768544437,105.48735775739,119.12007298964,120.34856775022,133.344793507325,134.847141674155,137.283870079169,147.027083378411,182.497158485154,183.426309778297,-1,-1,-1,-1
0,84.793982650609,111.110149133475,112.609424670683,145.129815229613,196.446901355359,197.752935414894,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,27.2811690811068,120.390364342727,186.158713056502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,39.447198389098,54.5686936471611,79.03444878757,85.8467982616276,104.279826395214,167.311342014,216.587592416685,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,6.09631965868175,8.60490448715445,47.3827691353659,87.5675960963354,92.5466397924111,102.318293979181,135.997818972888,142.15976019431,167.958425590339,171.420808559795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,94.1960545214725,202.49123183825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,213.729940426084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,56.5459930337965,154.329653093358,205.124717532997,210.677691666158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,24.9871368139031,28.1024882468375,32.9652953333847,53.6626516341738,74.9927847324426,81.3212501141226,98.5711592630719,111.464832472545,125.485766800142,152.628489350081,196.928528995246,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,21.7634525514188,49.2454397102778,54.4363387098496,68.6813652728948,70.091240323668,88.6891102145012,107.903737360382,116.771721588218,119.79920684337,136.31611131956,144.158149770322,151.642425943959,157.808749162453,158.798005132797,181.345571072725,195.833526744018,198.424748907074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3.4998034266755,17.5175011562979,20.3177249884742,20.558276864601,22.9090835236886,31.3695273981292,34.8578929216463,36.2297271485303,42.8040834017891,73.6966301730656,85.086796183771,103.948069927983,129.58842123337,134.057722188904,143.73169870837,152.142322470706,177.087884820941,178.168251440804,191.382730622299,203.328104391728,206.95155189376,210.959507850964,211.030519524927,-1,-1,-1,-1,-1,-1,-1
0,195.260069112587,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,51.6928567085415,202.197027244585,204.658693436311,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,198.423691226807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,36.5438154432923,188.792507362605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11.19298921856,18.1146662305565,22.0136140908076,26.7543879167138,35.6358167458113,43.3977234016083,53.9347590899631,54.3869882798211,86.9468947583831,90.9353217792475,119.470600515112,120.877466836452,121.648713711305,124.953616277902,135.151068651164,135.157006689394,146.997729277796,153.903980519249,170.685051738002,187.091661674711,191.572721653427,194.754092988367,202.358767535857,206.008030189858,-1,-1,-1,-1,-1,-1
0,11.462011905387,17.7646049764007,18.432317919857,114.060092287513,121.070685524868,125.496088963377,163.685652452147,195.037742937529,201.691136728087,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,48.3623260606952,48.8799389905321,61.9799836899179,68.8995144131618,96.6309943285054,108.083871443082,127.202320266661,129.663405008129,151.295792644008,156.762318943723,164.592188061922,200.895617403048,205.190030507701,207.940734775331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13.0446823123367,30.8553307490859,31.5064212201599,42.3518388686413,56.4914799956625,66.5892115329497,78.0472848933751,105.324796865049,107.370294802167,113.572128786982,121.000341185225,128.569055145867,137.532914478717,152.952327478222,160.621332992856,178.931458631338,194.529443931547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,30.0079052505975,33.762354243729,48.7737821669258,68.3387803718368,83.4940899028343,186.206603480823,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,5.04233754017057,13.3855089429826,26.3333549141944,56.9015777822831,76.8396669957083,91.6355799647256,139.441326048147,173.361203083872,176.324793304487,186.047687560245,197.563981880124,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,35.4928442838391,87.8349925884773,131.664076423217,131.751090869252,197.411834498661,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,42.7843891084194,81.0484988149256,107.006517983973,200.023399503137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,7.38857157201649,46.9697014747524,49.4817932920867,74.1551380759858,82.2674602607543,88.3155667513886,96.0094156682293,129.133780529148,130.870927865974,135.727141737364,135.867510857418,139.084471916206,141.431580847486,163.003248607197,177.371566365881,179.81362696117,184.383098924962,187.522229956893,190.565417537878,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,40.1651319472079,53.2730049623137,55.8786531427835,63.4318168582306,68.8128671317587,83.1049008866633,100.088115241828,101.068880074176,101.084310142773,176.044435339023,196.624458237823,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,50.5919324208922,57.2291099162985,94.7638696298176,111.631920689129,137.412189800726,146.329635294588,154.425825156706,154.513199447157,163.853905542256,180.182000199987,192.289840520083,208.944439187411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3.44122524373233,3.87378773186356,5.02734206572162,15.5947096916556,32.4257897102895,48.3323443376129,69.4709097462812,70.7259773983725,85.2814758964392,104.900937472985,124.844047632674,136.459827595026,140.898913442724,146.508227684171,148.915261258007,157.292199156257,164.353608314469,164.789641636945,175.112064040367,185.731633585621,205.102861504836,215.265582072894,216.475303956986,-1,-1,-1,-1,-1,-1,-1
0,9.84528511762619,63.6073015977569,65.9334277802087,165.167490848269,168.546614133682,176.333661376428,181.00610969488,186.959470956516,187.061686714602,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1.26412604469806,11.7814492197232,39.0629923652818,44.1230690322777,73.384612855866,89.6400298741546,116.368487737268,142.417401985994,145.155461945369,163.647186729946,165.175965752196,166.010812345916,173.382056077546,187.424139004263,198.456113855928,203.213995190472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0.256230272352695,7.07500169053674,12.7323844104471,25.1977183544629,37.4470081893348,44.4044142277532,47.63063402109,70.4628039441811,84.6246301105966,92.2429421080996,112.089064521133,138.183972181205,148.886264336679,162.703668370295,173.450805542443,181.209198932547,199.462907879157,204.721188941549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,32.6634057571772,78.8089606473754,115.728284298678,148.441063045644,161.784861368247,168.175456329369,169.345418951594,186.088189403705,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8.0998910125345,75.3277501557022,200.907437630184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8.34951539423049,65.869781026271,94.0294045059239,94.1168711090689,105.108352888963,152.721321159903,154.719102914291,165.478037317129,170.113025047481,179.248473504856,186.575071821287,199.672270315066,204.640252391553,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11.9237034302205,12.4307687422098,24.8277435479523,36.0161584922881,84.1359104936707,106.071398813718,108.179102899193,131.286499299818,136.942409195828,139.436456349773,145.089823764844,150.879272833974,199.391813030316,203.815936878173,207.521875743265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,188.441785132746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11.9362567085773,20.6198143959045,27.574230980988,34.2304362253503,67.1201584195792,133.231018525548,143.173505929298,152.724793287925,176.303429132418,203.56281756721,205.894634849373,208.888996399955,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,15.4596641837599,15.6979009000119,57.1996969013426,80.0173912772364,84.70263509242,87.1360476174587,90.7030680871994,99.2228218785601,111.980620860924,119.792784533306,122.901309045805,162.237091925531,171.50022706401,178.394017106969,188.751862100757,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,11.4130397327244,11.8764102953102,15.7186649581965,18.1974191999989,18.2738930302666,96.9415034254908,136.379646163047,193.872014892361,206.334193004871,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,23.3275705008748,26.6142774825701,51.0829687626248,57.7078899038172,75.3408439491072,76.0493819456007,105.948901476839,108.260718120763,134.621373379264,157.579499409286,164.555630954665,169.169794955043,192.935439310811,193.295516361661,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8.06055515962553,31.0038961267059,34.2243458881961,41.4161189820128,54.8286445050467,66.4952375254085,72.2351959001695,78.311934646075,107.726629124704,114.916884583324,138.051588844772,144.281949901286,146.836463117305,149.320287102011,156.203136372489,172.237309594088,183.373685492164,190.500006438472,190.807855177957,199.027033151925,201.178428462573,203.26992934405,-1,-1,-1,-1,-1,-1,-1,-1
0,15.4277241636016,28.5599789522536,48.5278560927491,54.8706268014739,69.9572843545449,95.6597345359936,106.591688985036,159.461922153204,172.095188713937,177.840612692856,185.507895482998,191.340777054866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,29.6127906246512,51.9258424622388,75.0096327785764,86.320346619225,113.251312883884,138.270746139283,140.022432045389,151.263811798144,156.144301905606,176.12334371957,190.907197905993,200.746532271931,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,212.994170547136,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3.11880223453045,3.81876922254286,6.07693858486436,51.3660361588165,93.9856525828234,106.133645152777,109.379189334913,121.436025094344,150.133296695009,161.919452228054,167.609073516384,176.318039695203,202.248530937557,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,188.696198181982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3.6379119523531,11.512319984432,27.2746594042084,50.5706984515304,118.877861995474,130.812117188973,136.981583374356,162.057986897823,180.69862591525,194.721282796471,217.372252253864,217.413606378306,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,17.0876088543775,58.6103349340088,64.3582774045174,118.092903464211,118.144956386758,121.091401369421,130.400330589263,174.029841175686,203.278587767351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,24.5187527491691,82.114085606755,95.6481789383006,102.521003871681,102.788423537732,128.722858219023,134.501056964125,171.978931085004,205.214907784742,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2.78585092630237,9.34374643489718,27.9619947605953,41.1035800226675,49.0659878552126,50.1305957794657,60.1808327995232,66.938535529188,86.4813061934868,101.782841440421,129.126256926718,129.658943418215,148.57654156432,164.466094618647,179.481255944665,186.329275958087,187.165232161126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,15.783591602081,16.638736065704,75.4733501885597,111.776573595638,153.9135699443,189.48708600501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,13.5408451966941,30.9965963985733,103.108535399926,164.734859752168,178.0592604975,195.567817171826,201.337042584276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,75.1340178730798,76.2251876658303,89.5248598130894,131.362177120842,134.926945053281,152.887332558031,154.099860244762,197.560308663779,198.675178671911,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,195.634127792466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3.15682008617135,37.4064487922575,72.4306634165261,75.3182165048931,95.2339816740608,103.938426430372,126.00449252658,193.54684954561,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,26.8345593940467,44.7486879657841,169.854683460181,202.335049305044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,7.7197209559381,12.4946407973766,39.8345943159404,42.2343195314499,54.9750483400168,78.9752637578135,80.0662843299292,94.7391932424331,205.993860352155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,37.7890736889022,48.1424749083745,69.1809930830171,83.0101154363622,161.609758357126,189.147672870827,204.677310392982,208.092023481406,216.320660273716,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,51.4371161173398,53.6380859847481,74.8278849387822,83.2034100599853,146.885978430784,192.275037429647,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,21.4582206109974,41.9939405077553,55.4119733323283,61.0119451231263,63.8194627382733,67.4932691010587,68.5881072341441,78.816683512038,89.3735291020902,94.1222945092203,99.0663268453798,99.1240487656912,109.221439430013,111.036513171612,118.554330341599,124.738068517539,125.448692559506,129.925720321256,147.460301445198,192.166355474591,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2.68454994308672,17.8657236989652,21.9490064602409,52.0495999509493,82.2535001374765,88.0296254465341,107.865081422121,116.573085330096,129.052250849803,141.681968931409,148.225280752706,175.871766672441,176.39682754592,183.218122379454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,28.331061033532,45.320026576519,126.439996245773,197.026437700305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,141.146191759946,193.196701617182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,8.63818535581231,15.3204791247845,50.6325158087497,71.0403472159929,89.4219468691917,104.9457224649,116.741153551693,145.421787042781,156.784172196551,174.091031335064,199.148600331369,203.370211279906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,7.58118546792296,18.0417599826668,33.8264855286634,46.9077537121304,53.0739702522807,56.9581339513935,62.9047026723676,69.2862177925237,77.0057629609057,123.097160847344,130.52111279871,150.579206297262,155.48326629316,156.366022083924,164.052450292068,174.073591174393,180.174359020613,186.328184993773,187.601635826587,188.155250551946,192.132157308817,199.072659749952,206.892804032196,-1,-1,-1,-1,-1,-1,-1
0,10.4745508633078,17.3237527762995,28.6832573396134,47.8783065576066,68.0895576554291,71.7637228242062,99.8115743701247,106.018108590962,110.370511454986,113.248763417458,154.495627372852,155.408316655411,193.137926764875,196.186016960427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,20.8106176174226,83.4025538332445,129.067155520757,138.664276476344,179.595892006108,190.815091343173,207.114414158763,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
